Program,Week,Day,Order,Exercise,Sets,Reps,Tempo,Rest,RPE,Instruction
JackProgram,10.0,66.0,4.0,Cable Face Pulls,3.0,15.0,2-2-1-0,60s,7.0,"Pull to forehead level, externally rotate at the end. Shoulder health focus."
JackProgram,10.0,66.0,5.0,Plank Hold,3.0,45s,,60s,7.0,"Brace core tight, neutral spine. Squeeze glutes. Don't let hips sag or pike."
JackProgram,10.0,67.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,10.0,67.0,2.0,Steady Tempo Bike,1.0,26 min,,,6.0,"Continuous steady effort for 26 minutes at RPE 6. Consistent pace, no stopping. Build aerobic base."
JackProgram,10.0,68.0,1.0,Goblet Squat,4.0,12.0,3-1-1-0,90s,7.0,"Hold dumbbell at chest. Sit between knees, upright torso. Full depth."
JackProgram,10.0,68.0,2.0,Incline Dumbbell Press,3.0,10.0,3-1-1-0,90s,7.0,"30-degree incline. Control the descent, full range of motion. Shoulder blades pinned."
JackProgram,10.0,68.0,3.0,Cable Row,3.0,12.0,3-1-1-0,90s,7.0,"Pull to navel, chest up. Squeeze at the back, controlled release."
JackProgram,10.0,68.0,4.0,Walking Lunges,3.0,12/leg,2-0-1-0,90s,7.0,"Long stride, upright torso. Control the descent, drive through front heel."
JackProgram,10.0,68.0,5.0,Farmer Carry,3.0,40m,,90s,7.0,"Heavy but stable posture. Shoulders back and down, tight core, don't lean."
JackProgram,10.0,69.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace on rower, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,10.0,69.0,2.0,Rowing Machine,4.0,2000m,,240s,8.0,4 x 2000m at 1:58 per 500m pace. Rest 4 min between sets. Maintain consistent split. This is the engine-builder.
JackProgram,10.0,70.0,REST,Rest Day,0.0,0.0,,,,"Full rest day. Prioritise sleep, hydration, and nutrition. Light walking or stretching if desired."
JackProgram,11.0,71.0,1.0,Leg Press,4.0,10-12,3-1-1-0,120s,7.5,"Knees track over toes, full depth, no bouncing at the bottom. 2 ramp-up sets first."
JackProgram,11.0,71.0,2.0,Dumbbell Bench Press,4.0,8-10,3-1-1-0,90s,7.5,Pin shoulder blades back and down. Slow controlled descent to chest level.
JackProgram,11.0,71.0,3.0,Smith Machine Split Squat,3.0,10/leg,3-1-1-0,90s,7.5,"Upright torso, front knee stable over ankle. Alternate legs each set."
JackProgram,11.0,71.0,4.0,Cable Chest Fly,3.0,12-15,3-1-1-0,60s,7.5,"Squeeze chest at the top, slight bend in elbows. Don't let shoulders roll forward."
JackProgram,11.0,71.0,5.0,Hanging Knee Raise,3.0,12-15,2-1-1-0,60s,7.5,"Control the swing. Curl pelvis up, don't just lift knees. Slow negative."
JackProgram,11.0,72.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,11.0,72.0,2.0,Air Bike Sprints,4.0,24 kcal ALL OUT,,240s,10.0,ALL OUT sprints. 4 sets x 24 kcal. Rest 3-5 min between sets. This is maximum effort.
JackProgram,11.0,73.0,1.0,Romanian Deadlift,4.0,8.0,3-1-1-0,120s,7.5,"Hips back, neutral spine, feel hamstring stretch. Bar stays close to legs. 2 ramp-up sets first."
JackProgram,11.0,73.0,2.0,Lat Pulldown,4.0,10.0,3-1-1-0,90s,7.5,"Pull elbows to ribs, chest tall. Full stretch at the top, squeeze at the bottom."
JackProgram,11.0,73.0,3.0,Seated Row Machine,3.0,12.0,3-1-1-0,90s,7.5,"Chest against pad, pull to lower chest. Squeeze shoulder blades together."
JackProgram,11.0,73.0,4.0,Cable Face Pulls,3.0,15.0,2-2-1-0,60s,7.5,"Pull to forehead level, externally rotate at the end. Shoulder health focus."
JackProgram,11.0,73.0,5.0,Plank Hold,3.0,45s,,60s,7.5,"Brace core tight, neutral spine. Squeeze glutes. Don't let hips sag or pike."
JackProgram,11.0,74.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,11.0,74.0,2.0,Steady Tempo Treadmill Run,1.0,29 min,,,7.0,"Continuous steady effort for 29 minutes at RPE 7. Consistent pace, no stopping. Build aerobic base."
JackProgram,11.0,75.0,1.0,Goblet Squat,4.0,12.0,3-1-1-0,90s,7.5,"Hold dumbbell at chest. Sit between knees, upright torso. Full depth."
JackProgram,11.0,75.0,2.0,Incline Dumbbell Press,3.0,10.0,3-1-1-0,90s,7.5,"30-degree incline. Control the descent, full range of motion. Shoulder blades pinned."
JackProgram,11.0,75.0,3.0,Cable Row,3.0,12.0,3-1-1-0,90s,7.5,"Pull to navel, chest up. Squeeze at the back, controlled release."
JackProgram,11.0,75.0,4.0,Walking Lunges,3.0,12/leg,2-0-1-0,90s,7.5,"Long stride, upright torso. Control the descent, drive through front heel."
JackProgram,11.0,75.0,5.0,Farmer Carry,3.0,40m,,90s,7.5,"Heavy but stable posture. Shoulders back and down, tight core, don't lean."
JackProgram,11.0,76.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace on rower, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,11.0,76.0,2.0,Rowing Machine,4.0,2000m,,240s,8.0,4 x 2000m at 1:57 per 500m pace. Rest 4 min between sets. Maintain consistent split. This is the engine-builder.
JackProgram,11.0,77.0,REST,Rest Day,0.0,0.0,,,,"Full rest day. Prioritise sleep, hydration, and nutrition. Light walking or stretching if desired."
JackProgram,12.0,78.0,1.0,Leg Press,4.0,10-12,3-1-1-0,120s,8.0,"Knees track over toes, full depth, no bouncing at the bottom. 2 ramp-up sets first."
JackProgram,12.0,78.0,2.0,Dumbbell Bench Press,4.0,8-10,3-1-1-0,90s,8.0,Pin shoulder blades back and down. Slow controlled descent to chest level.
JackProgram,12.0,78.0,3.0,Smith Machine Split Squat,3.0,10/leg,3-1-1-0,90s,8.0,"Upright torso, front knee stable over ankle. Alternate legs each set."
JackProgram,12.0,78.0,4.0,Cable Chest Fly,3.0,12-15,3-1-1-0,60s,8.0,"Squeeze chest at the top, slight bend in elbows. Don't let shoulders roll forward."
JackProgram,12.0,78.0,5.0,Hanging Knee Raise,3.0,12-15,2-1-1-0,60s,8.0,"Control the swing. Curl pelvis up, don't just lift knees. Slow negative."
JackProgram,12.0,79.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,12.0,79.0,2.0,Self-Powered Treadmill Sprints,5.0,24 kcal ALL OUT,,240s,10.0,ALL OUT sprints. 5 sets x 24 kcal. Rest 3-5 min between sets. This is maximum effort.
JackProgram,12.0,80.0,1.0,Romanian Deadlift,4.0,8.0,3-1-1-0,120s,8.0,"Hips back, neutral spine, feel hamstring stretch. Bar stays close to legs. 2 ramp-up sets first."
JackProgram,12.0,80.0,2.0,Lat Pulldown,4.0,10.0,3-1-1-0,90s,8.0,"Pull elbows to ribs, chest tall. Full stretch at the top, squeeze at the bottom."
JackProgram,12.0,80.0,3.0,Seated Row Machine,3.0,12.0,3-1-1-0,90s,8.0,"Chest against pad, pull to lower chest. Squeeze shoulder blades together."
JackProgram,12.0,80.0,4.0,Cable Face Pulls,3.0,15.0,2-2-1-0,60s,8.0,"Pull to forehead level, externally rotate at the end. Shoulder health focus."
JackProgram,12.0,80.0,5.0,Plank Hold,3.0,45s,,60s,8.0,"Brace core tight, neutral spine. Squeeze glutes. Don't let hips sag or pike."
JackProgram,12.0,81.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,12.0,81.0,2.0,Steady Tempo Bike,1.0,32 min,,,7.0,"Continuous steady effort for 32 minutes at RPE 7. Consistent pace, no stopping. Build aerobic base."
JackProgram,12.0,82.0,1.0,Goblet Squat,4.0,12.0,3-1-1-0,90s,8.0,"Hold dumbbell at chest. Sit between knees, upright torso. Full depth."
JackProgram,12.0,82.0,2.0,Incline Dumbbell Press,3.0,10.0,3-1-1-0,90s,8.0,"30-degree incline. Control the descent, full range of motion. Shoulder blades pinned."
JackProgram,12.0,82.0,3.0,Cable Row,3.0,12.0,3-1-1-0,90s,8.0,"Pull to navel, chest up. Squeeze at the back, controlled release."
JackProgram,12.0,82.0,4.0,Walking Lunges,3.0,12/leg,2-0-1-0,90s,8.0,"Long stride, upright torso. Control the descent, drive through front heel."
JackProgram,12.0,82.0,5.0,Farmer Carry,3.0,40m,,90s,8.0,"Heavy but stable posture. Shoulders back and down, tight core, don't lean."
JackProgram,12.0,83.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace on rower, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,12.0,83.0,2.0,Rowing Machine,5.0,2000m,,240s,8.0,5 x 2000m at 1:57 per 500m pace. Rest 4 min between sets. Maintain consistent split. This is the engine-builder.
JackProgram,12.0,84.0,REST,Rest Day,0.0,0.0,,,,"Full rest day. Prioritise sleep, hydration, and nutrition. Light walking or stretching if desired."
JackProgram,13.0,85.0,1.0,Leg Press,4.0,10-12,3-1-1-0,120s,8.0,"Knees track over toes, full depth, no bouncing at the bottom. 2 ramp-up sets first."
JackProgram,13.0,85.0,2.0,Dumbbell Bench Press,4.0,8-10,3-1-1-0,90s,8.0,Pin shoulder blades back and down. Slow controlled descent to chest level.
JackProgram,13.0,85.0,3.0,Smith Machine Split Squat,3.0,10/leg,3-1-1-0,90s,8.0,"Upright torso, front knee stable over ankle. Alternate legs each set."
JackProgram,13.0,85.0,4.0,Cable Chest Fly,3.0,12-15,3-1-1-0,60s,8.0,"Squeeze chest at the top, slight bend in elbows. Don't let shoulders roll forward."
JackProgram,13.0,85.0,5.0,Hanging Knee Raise,3.0,12-15,2-1-1-0,60s,8.0,"Control the swing. Curl pelvis up, don't just lift knees. Slow negative."
JackProgram,13.0,86.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,13.0,86.0,2.0,Air Bike Sprints,5.0,25 kcal ALL OUT,,240s,10.0,ALL OUT sprints. 5 sets x 25 kcal. Rest 3-5 min between sets. This is maximum effort.
JackProgram,13.0,87.0,1.0,Romanian Deadlift,4.0,8.0,3-1-1-0,120s,8.0,"Hips back, neutral spine, feel hamstring stretch. Bar stays close to legs. 2 ramp-up sets first."
JackProgram,13.0,87.0,2.0,Lat Pulldown,4.0,10.0,3-1-1-0,90s,8.0,"Pull elbows to ribs, chest tall. Full stretch at the top, squeeze at the bottom."
JackProgram,13.0,87.0,3.0,Seated Row Machine,3.0,12.0,3-1-1-0,90s,8.0,"Chest against pad, pull to lower chest. Squeeze shoulder blades together."
JackProgram,13.0,87.0,4.0,Cable Face Pulls,3.0,15.0,2-2-1-0,60s,8.0,"Pull to forehead level, externally rotate at the end. Shoulder health focus."
JackProgram,13.0,87.0,5.0,Plank Hold,3.0,45s,,60s,8.0,"Brace core tight, neutral spine. Squeeze glutes. Don't let hips sag or pike."
JackProgram,13.0,88.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,13.0,88.0,2.0,Steady Tempo Treadmill Run,1.0,35 min,,,7.0,"Continuous steady effort for 35 minutes at RPE 7. Consistent pace, no stopping. Build aerobic base."
JackProgram,13.0,89.0,1.0,Goblet Squat,4.0,12.0,3-1-1-0,90s,8.0,"Hold dumbbell at chest. Sit between knees, upright torso. Full depth."
JackProgram,13.0,89.0,2.0,Incline Dumbbell Press,3.0,10.0,3-1-1-0,90s,8.0,"30-degree incline. Control the descent, full range of motion. Shoulder blades pinned."
JackProgram,13.0,89.0,3.0,Cable Row,3.0,12.0,3-1-1-0,90s,8.0,"Pull to navel, chest up. Squeeze at the back, controlled release."
JackProgram,13.0,89.0,4.0,Walking Lunges,3.0,12/leg,2-0-1-0,90s,8.0,"Long stride, upright torso. Control the descent, drive through front heel."
JackProgram,13.0,89.0,5.0,Farmer Carry,3.0,40m,,90s,8.0,"Heavy but stable posture. Shoulders back and down, tight core, don't lean."
JackProgram,13.0,90.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace on rower, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,13.0,90.0,2.0,Rowing Machine,5.0,2000m,,240s,8.0,5 x 2000m at 1:55 per 500m pace. Rest 4 min between sets. Maintain consistent split. This is the engine-builder.
JackProgram,13.0,91.0,REST,Rest Day,0.0,0.0,,,,"Full rest day. Prioritise sleep, hydration, and nutrition. Light walking or stretching if desired."
JackProgram,14.0,92.0,1.0,Leg Press,3.0,10.0,3-1-1-0,120s,5.0,70% of working weight. Focus on perfect form and control.
JackProgram,14.0,92.0,2.0,Dumbbell Bench Press,3.0,8.0,3-1-1-0,90s,5.0,"70% of working weight. Slow tempo, technique focus."
JackProgram,14.0,92.0,3.0,Cable Chest Fly,2.0,12.0,3-1-1-0,60s,5.0,"Light weight, focus on mind-muscle connection."
JackProgram,14.0,92.0,4.0,Plank Hold,2.0,30s,,60s,5.0,Easy hold. Focus on breathing and bracing.
JackProgram,14.0,93.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,14.0,93.0,2.0,Air Bike or Self-Powered Treadmill Sprints,2.0,15 kcal,,180s,7.0,"DELOAD: Half volume, no all-out effort. 70% intensity. Focus on form and breathing."
JackProgram,14.0,94.0,1.0,Romanian Deadlift,3.0,8.0,3-1-1-0,120s,5.0,70% of working weight. Perfect hip hinge pattern.
JackProgram,14.0,94.0,2.0,Lat Pulldown,3.0,10.0,3-1-1-0,90s,5.0,"70% of working weight. Full range of motion, slow negative."
JackProgram,14.0,94.0,3.0,Cable Face Pulls,2.0,15.0,2-2-1-0,60s,5.0,Light. Shoulder health and mobility focus.
JackProgram,14.0,94.0,4.0,Dead Hang,2.0,30s,,60s,5.0,"Relax shoulders, decompress spine. Grip work."
JackProgram,14.0,95.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,14.0,95.0,2.0,Easy Tempo Run or Bike,1.0,15 min,,,5.0,"DELOAD: Easy continuous effort. 50% of normal volume. Keep heart rate low, focus on breathing rhythm."
JackProgram,14.0,96.0,1.0,Goblet Squat,3.0,10.0,3-1-1-0,90s,5.0,"70% of working weight. Deep squat, focus on mobility."
JackProgram,14.0,96.0,2.0,Incline Dumbbell Press,2.0,10.0,3-1-1-0,90s,5.0,Light. Technique and range of motion focus.
JackProgram,14.0,96.0,3.0,Walking Lunges,2.0,10/leg,2-0-1-0,90s,5.0,Bodyweight or very light. Balance and stability focus.
JackProgram,14.0,96.0,4.0,Farmer Carry,2.0,30m,,90s,5.0,Moderate weight. Posture focus.
JackProgram,14.0,97.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace on rower, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,14.0,97.0,2.0,Rowing Machine,2.0,2000m,,300s,5.0,DELOAD: 2 x 2000m at easy pace (2:05+ per 500m). Rest 5 min. Focus on technique and breathing.
JackProgram,14.0,98.0,REST,Rest Day,0.0,0.0,,,,"Full rest day. Prioritise sleep, hydration, and nutrition. Light walking or stretching if desired."
JackProgram,15.0,99.0,1.0,Leg Press,4.0,10-12,3-1-1-0,120s,6.0,"Knees track over toes, full depth, no bouncing at the bottom. 2 ramp-up sets first."
JackProgram,15.0,99.0,2.0,Dumbbell Bench Press,4.0,8-10,3-1-1-0,90s,6.0,Pin shoulder blades back and down. Slow controlled descent to chest level.
JackProgram,15.0,99.0,3.0,Smith Machine Split Squat,3.0,10/leg,3-1-1-0,90s,6.0,"Upright torso, front knee stable over ankle. Alternate legs each set."
JackProgram,15.0,99.0,4.0,Cable Chest Fly,3.0,12-15,3-1-1-0,60s,6.0,"Squeeze chest at the top, slight bend in elbows. Don't let shoulders roll forward."
JackProgram,15.0,99.0,5.0,Hanging Knee Raise,3.0,12-15,2-1-1-0,60s,6.0,"Control the swing. Curl pelvis up, don't just lift knees. Slow negative."
JackProgram,15.0,100.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,15.0,100.0,2.0,Air Bike Sprints,3.0,20 kcal ALL OUT,,240s,10.0,ALL OUT sprints. 3 sets x 20 kcal. Rest 3-5 min between sets. This is maximum effort.
JackProgram,15.0,101.0,1.0,Romanian Deadlift,4.0,8.0,3-1-1-0,120s,6.0,"Hips back, neutral spine, feel hamstring stretch. Bar stays close to legs. 2 ramp-up sets first."
JackProgram,15.0,101.0,2.0,Lat Pulldown,4.0,10.0,3-1-1-0,90s,6.0,"Pull elbows to ribs, chest tall. Full stretch at the top, squeeze at the bottom."
JackProgram,15.0,101.0,3.0,Seated Row Machine,3.0,12.0,3-1-1-0,90s,6.0,"Chest against pad, pull to lower chest. Squeeze shoulder blades together."
JackProgram,15.0,101.0,4.0,Cable Face Pulls,3.0,15.0,2-2-1-0,60s,6.0,"Pull to forehead level, externally rotate at the end. Shoulder health focus."
JackProgram,15.0,101.0,5.0,Plank Hold,3.0,45s,,60s,6.0,"Brace core tight, neutral spine. Squeeze glutes. Don't let hips sag or pike."
JackProgram,15.0,102.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,15.0,102.0,2.0,Steady Tempo Treadmill Run,1.0,20 min,,,6.0,"Continuous steady effort for 20 minutes at RPE 6. Consistent pace, no stopping. Build aerobic base."
JackProgram,15.0,103.0,1.0,Goblet Squat,4.0,12.0,3-1-1-0,90s,6.0,"Hold dumbbell at chest. Sit between knees, upright torso. Full depth."
JackProgram,15.0,103.0,2.0,Incline Dumbbell Press,3.0,10.0,3-1-1-0,90s,6.0,"30-degree incline. Control the descent, full range of motion. Shoulder blades pinned."
JackProgram,15.0,103.0,3.0,Cable Row,3.0,12.0,3-1-1-0,90s,6.0,"Pull to navel, chest up. Squeeze at the back, controlled release."
JackProgram,15.0,103.0,4.0,Walking Lunges,3.0,12/leg,2-0-1-0,90s,6.0,"Long stride, upright torso. Control the descent, drive through front heel."
JackProgram,15.0,103.0,5.0,Farmer Carry,3.0,40m,,90s,6.0,"Heavy but stable posture. Shoulders back and down, tight core, don't lean."
JackProgram,15.0,104.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace on rower, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,15.0,104.0,2.0,Rowing Machine,3.0,2000m,,240s,8.0,3 x 2000m at 2:00 per 500m pace. Rest 4 min between sets. Maintain consistent split. This is the engine-builder.
JackProgram,15.0,105.0,REST,Rest Day,0.0,0.0,,,,"Full rest day. Prioritise sleep, hydration, and nutrition. Light walking or stretching if desired."
JackProgram,16.0,106.0,1.0,Leg Press,4.0,10-12,3-1-1-0,120s,6.5,"Knees track over toes, full depth, no bouncing at the bottom. 2 ramp-up sets first."
JackProgram,16.0,106.0,2.0,Dumbbell Bench Press,4.0,8-10,3-1-1-0,90s,6.5,Pin shoulder blades back and down. Slow controlled descent to chest level.
JackProgram,16.0,106.0,3.0,Smith Machine Split Squat,3.0,10/leg,3-1-1-0,90s,6.5,"Upright torso, front knee stable over ankle. Alternate legs each set."
JackProgram,16.0,106.0,4.0,Cable Chest Fly,3.0,12-15,3-1-1-0,60s,6.5,"Squeeze chest at the top, slight bend in elbows. Don't let shoulders roll forward."
JackProgram,16.0,106.0,5.0,Hanging Knee Raise,3.0,12-15,2-1-1-0,60s,6.5,"Control the swing. Curl pelvis up, don't just lift knees. Slow negative."
JackProgram,16.0,107.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,16.0,107.0,2.0,Self-Powered Treadmill Sprints,3.0,22 kcal ALL OUT,,240s,10.0,ALL OUT sprints. 3 sets x 22 kcal. Rest 3-5 min between sets. This is maximum effort.
JackProgram,16.0,108.0,1.0,Romanian Deadlift,4.0,8.0,3-1-1-0,120s,6.5,"Hips back, neutral spine, feel hamstring stretch. Bar stays close to legs. 2 ramp-up sets first."
JackProgram,16.0,108.0,2.0,Lat Pulldown,4.0,10.0,3-1-1-0,90s,6.5,"Pull elbows to ribs, chest tall. Full stretch at the top, squeeze at the bottom."
JackProgram,16.0,108.0,3.0,Seated Row Machine,3.0,12.0,3-1-1-0,90s,6.5,"Chest against pad, pull to lower chest. Squeeze shoulder blades together."
JackProgram,16.0,108.0,4.0,Cable Face Pulls,3.0,15.0,2-2-1-0,60s,6.5,"Pull to forehead level, externally rotate at the end. Shoulder health focus."
JackProgram,16.0,108.0,5.0,Plank Hold,3.0,45s,,60s,6.5,"Brace core tight, neutral spine. Squeeze glutes. Don't let hips sag or pike."
JackProgram,16.0,109.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,16.0,109.0,2.0,Steady Tempo Bike,1.0,23 min,,,6.0,"Continuous steady effort for 23 minutes at RPE 6. Consistent pace, no stopping. Build aerobic base."
JackProgram,16.0,110.0,1.0,Goblet Squat,4.0,12.0,3-1-1-0,90s,6.5,"Hold dumbbell at chest. Sit between knees, upright torso. Full depth."
JackProgram,16.0,110.0,2.0,Incline Dumbbell Press,3.0,10.0,3-1-1-0,90s,6.5,"30-degree incline. Control the descent, full range of motion. Shoulder blades pinned."
JackProgram,16.0,110.0,3.0,Cable Row,3.0,12.0,3-1-1-0,90s,6.5,"Pull to navel, chest up. Squeeze at the back, controlled release."
JackProgram,16.0,110.0,4.0,Walking Lunges,3.0,12/leg,2-0-1-0,90s,6.5,"Long stride, upright torso. Control the descent, drive through front heel."
JackProgram,16.0,110.0,5.0,Farmer Carry,3.0,40m,,90s,6.5,"Heavy but stable posture. Shoulders back and down, tight core, don't lean."
JackProgram,16.0,111.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace on rower, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,16.0,111.0,2.0,Rowing Machine,3.0,2000m,,240s,8.0,3 x 2000m at 1:59 per 500m pace. Rest 4 min between sets. Maintain consistent split. This is the engine-builder.
JackProgram,16.0,112.0,REST,Rest Day,0.0,0.0,,,,"Full rest day. Prioritise sleep, hydration, and nutrition. Light walking or stretching if desired."
JackProgram,17.0,113.0,1.0,Leg Press,4.0,10-12,3-1-1-0,120s,7.0,"Knees track over toes, full depth, no bouncing at the bottom. 2 ramp-up sets first."
JackProgram,17.0,113.0,2.0,Dumbbell Bench Press,4.0,8-10,3-1-1-0,90s,7.0,Pin shoulder blades back and down. Slow controlled descent to chest level.
JackProgram,17.0,113.0,3.0,Smith Machine Split Squat,3.0,10/leg,3-1-1-0,90s,7.0,"Upright torso, front knee stable over ankle. Alternate legs each set."
JackProgram,17.0,113.0,4.0,Cable Chest Fly,3.0,12-15,3-1-1-0,60s,7.0,"Squeeze chest at the top, slight bend in elbows. Don't let shoulders roll forward."
JackProgram,17.0,113.0,5.0,Hanging Knee Raise,3.0,12-15,2-1-1-0,60s,7.0,"Control the swing. Curl pelvis up, don't just lift knees. Slow negative."
JackProgram,17.0,114.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,17.0,114.0,2.0,Air Bike Sprints,4.0,22 kcal ALL OUT,,240s,10.0,ALL OUT sprints. 4 sets x 22 kcal. Rest 3-5 min between sets. This is maximum effort.
JackProgram,17.0,115.0,1.0,Romanian Deadlift,4.0,8.0,3-1-1-0,120s,7.0,"Hips back, neutral spine, feel hamstring stretch. Bar stays close to legs. 2 ramp-up sets first."
JackProgram,17.0,115.0,2.0,Lat Pulldown,4.0,10.0,3-1-1-0,90s,7.0,"Pull elbows to ribs, chest tall. Full stretch at the top, squeeze at the bottom."
JackProgram,17.0,115.0,3.0,Seated Row Machine,3.0,12.0,3-1-1-0,90s,7.0,"Chest against pad, pull to lower chest. Squeeze shoulder blades together."
JackProgram,17.0,115.0,4.0,Cable Face Pulls,3.0,15.0,2-2-1-0,60s,7.0,"Pull to forehead level, externally rotate at the end. Shoulder health focus."
JackProgram,17.0,115.0,5.0,Plank Hold,3.0,45s,,60s,7.0,"Brace core tight, neutral spine. Squeeze glutes. Don't let hips sag or pike."
JackProgram,17.0,116.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,17.0,116.0,2.0,Steady Tempo Treadmill Run,1.0,26 min,,,6.0,"Continuous steady effort for 26 minutes at RPE 6. Consistent pace, no stopping. Build aerobic base."
JackProgram,17.0,117.0,1.0,Goblet Squat,4.0,12.0,3-1-1-0,90s,7.0,"Hold dumbbell at chest. Sit between knees, upright torso. Full depth."
JackProgram,17.0,117.0,2.0,Incline Dumbbell Press,3.0,10.0,3-1-1-0,90s,7.0,"30-degree incline. Control the descent, full range of motion. Shoulder blades pinned."
JackProgram,17.0,117.0,3.0,Cable Row,3.0,12.0,3-1-1-0,90s,7.0,"Pull to navel, chest up. Squeeze at the back, controlled release."
JackProgram,17.0,117.0,4.0,Walking Lunges,3.0,12/leg,2-0-1-0,90s,7.0,"Long stride, upright torso. Control the descent, drive through front heel."
JackProgram,17.0,117.0,5.0,Farmer Carry,3.0,40m,,90s,7.0,"Heavy but stable posture. Shoulders back and down, tight core, don't lean."
JackProgram,17.0,118.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace on rower, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,17.0,118.0,2.0,Rowing Machine,4.0,2000m,,240s,8.0,4 x 2000m at 1:58 per 500m pace. Rest 4 min between sets. Maintain consistent split. This is the engine-builder.
JackProgram,17.0,119.0,REST,Rest Day,0.0,0.0,,,,"Full rest day. Prioritise sleep, hydration, and nutrition. Light walking or stretching if desired."
JackProgram,18.0,120.0,1.0,Leg Press,4.0,10-12,3-1-1-0,120s,7.5,"Knees track over toes, full depth, no bouncing at the bottom. 2 ramp-up sets first."
JackProgram,18.0,120.0,2.0,Dumbbell Bench Press,4.0,8-10,3-1-1-0,90s,7.5,Pin shoulder blades back and down. Slow controlled descent to chest level.
JackProgram,18.0,120.0,3.0,Smith Machine Split Squat,3.0,10/leg,3-1-1-0,90s,7.5,"Upright torso, front knee stable over ankle. Alternate legs each set."
JackProgram,18.0,120.0,4.0,Cable Chest Fly,3.0,12-15,3-1-1-0,60s,7.5,"Squeeze chest at the top, slight bend in elbows. Don't let shoulders roll forward."
JackProgram,18.0,120.0,5.0,Hanging Knee Raise,3.0,12-15,2-1-1-0,60s,7.5,"Control the swing. Curl pelvis up, don't just lift knees. Slow negative."
JackProgram,18.0,121.0,1.0,Cardio Warmup,1.0,5 min,,,4.0,"5 min easy pace, then 3x20 sec build-up efforts with 1 min easy between."
JackProgram,18.0,121.0,2.0,Self-Powered Treadmill Sprints,4.0,24 kcal ALL OUT,,240s,10.0,ALL OUT sprints. 4 sets x 24 kcal. Rest 3-5 min between sets. This is maximum effort.
JackProgram,18.0,122.0,1.0,Romanian Deadlift,4.0,8.0,3-1-1-0,120s,7.5,"Hips back, neutral spine, feel hamstring stretch. Bar stays close to legs. 2 ramp-up sets first."
JackProgram,18.0,122.0,2.0,Lat Pulldown,4.0,10.0,3-1-1-0,90s,7.5,"Pull elbows to ribs, chest tall. Full stretch at the top, squeeze at the bottom."
